Name;ID;2015;2016;2017;2018;2019;2020;2021
A. Walongwa;223873;['Nantes'];['Nantes'];['Grenoble Foot 38', 'Nantes'];['Nantes', 'Grenoble Foot 38'];['Nantes'];['Nantes'];['Nantes']
A. Sotona;259117;[];[];[];['Manchester United U18'];['Manchester United U18'];['Nice', 'Manchester United U18'];['Nice']
K. Ruiz-Atil;257318;[];[];[];[];[];['PSG'];['PSG']
P. Bonet;253497;[];[];[];[];['Rennes'];['Rennes'];['Rennes']
J. Kadile;257083;[];[];[];[];[];[];[]
H. Mbock;251974;[];[];[];[];['Brest'];['Brest'];['Brest']
P. Diaw;232760;['Korona Kielce', 'Geel'];['Korona Kielce', 'Geel'];['Korona Kielce'];['Angers SCO', 'Korona Kielce'];['Caen', 'Angers SCO', 'Korona Kielce'];['Angers SCO', 'Caen'];['Angers SCO']
S. Bajic;245865;[];[];[];[];['Saint-Etienne'];['Saint-Etienne'];['Saint-Etienne']
A. Ngouyamsa;251956;[];[];[];[];['Dijon'];['Dijon'];['Dijon']
A. Arli;258405;[];[];[];[];[];['Dijon'];['Dijon']
T. Raschl;247721;[];[];['Borussia Dortmund U19'];['Borussia Dortmund U19'];['Borussia Dortmund', 'Borussia Dortmund U19'];['Borussia Dortmund'];['Borussia Dortmund']
K. Kurt;256770;[];[];[];"[""Borussia M'bach U19""]";"[""Borussia M'gladbach"", ""Borussia M'bach U19""]";"[""Borussia M'gladbach"", ""Borussia M'bach U19""]";"[""Borussia M'gladbach""]"
M. Schroers;257916;['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A']
S. Christiansen;257917;[];[];[];"[""Borussia M'bach U19""]";"[""Borussia M'bach U19""]";"[""Borussia M'bach U19""]";[]
S. Cestic;258893;[];[];[];['Schalke 04 U19'];['Koln U19', 'Schalke 04 U19'];['Koln', 'Koln U19'];['Koln']
M. Hoppe;259751;[];[];['Barca Academy U18/19', 'Barca Academy U16/17'];['Barca Academy U18/19', 'Barca Academy U16/17'];['Schalke 04 U19', 'Barca Academy U18/19'];['Schalke 04', 'Schalke 04 U19'];['Schalke 04']
N. Rehnen;229067;['Arminia Bielefeld', 'Arminia Bielefeld U19'];['Arminia Bielefeld'];['Arminia Bielefeld'];['Fortuna Koln', 'Arminia Bielefeld'];['Alemannia Aachen', 'Fortuna Koln'];['Arminia Bielefeld', 'Alemannia Aachen'];['Arminia Bielefeld']
M. Bogarde;256544;[];[];[];['Hoffenheim U19', 'Hoffenheim U17'];['Hoffenheim', 'Hoffenheim U19', 'Hoffenheim U17'];['Hoffenheim', 'Hoffenheim U19'];['Hoffenheim', 'Hoffenheim U19']
A. Amade;242184;[];['Hoffenheim U19'];['Hoffenheim U19'];['Hoffenheim', 'Hoffenheim U19'];['Eintracht Braunschweig', 'Hoffenheim'];['Hoffenheim', 'Eintracht Braunschweig'];['Hoffenheim']
L. Samardzic;256115;[];[];[];['Hertha BSC U17'];['Hertha BSC', 'Hertha BSC U19', 'Hertha BSC U17'];['RB Leipzig', 'Hertha BSC', 'Hertha BSC U19'];['RB Leipzig']
S. Sohm;244634;[];[];[];['Zurich'];['Zurich'];['Parma', 'Zurich'];['Parma']
W. Singo;252802;[];[];[];['Torino'];['Torino'];['Torino'];['Torino']
A. Buongiorno;243241;[];['Torino'];['Torino'];['Carpi', 'Torino'];['Trapani', 'Torino', 'Carpi'];['Torino', 'Trapani'];['Torino']
N. Rovella;255001;[];[];[];['Genoa'];['Genoa'];['Genoa'];['Genoa']
G. Caso;258788;[];[];[];['Cuneo'];['Arezzo', 'Cuneo'];['Genoa', 'Arezzo'];['Genoa']
R. Piccoli;248385;[];[];[];['Atalanta'];['Atalanta'];['Spezia', 'Atalanta'];['Spezia']
I. Diabate;259747;[];[];[];[];[];['Mallorca'];['Mallorca']
Altube;247411;[];[];[];[];['Real Madrid'];['Real Madrid'];['Real Madrid']
Victor Chust;259173;[];[];[];[];[];['Real Madrid'];['Real Madrid']
Kike Hermoso;240997;[];[];['Rayo Vallecano'];['Rayo Vallecano'];['Ejea', 'Huesca'];['Huesca', 'Ejea'];['Huesca']
Baena;256894;[];[];[];[];['Real Betis'];['Real Betis'];[]
Lautaro;260044;[];[];[];[];[];['Celta Vigo'];['Celta Vigo']
Sergio Benito;240902;[];[];['Rayo Vallecano'];['Barakaldo', 'Rayo Vallecano'];['Cultural Leonesa', 'Barakaldo'];['Real Valladolid', 'Rayo Vallecano', 'Cultural Leonesa'];['Real Valladolid', 'Rayo Vallecano']
Victor Lopez;240782;['Deportivo Alaves'];['Deportivo Alaves'];['Deportivo Alaves'];['UD Logrones', 'Deportivo Alaves'];['UD Logrones'];[];[]
Jony Alamo;256128;[];[];[];[];['Elche'];['Elche'];['Elche']
Endika;244005;[];[];[];['Osasuna'];['Osasuna'];['Osasuna'];[]
Inaki Alvarez;254506;[];[];[];[];['Osasuna'];['Osasuna'];['Osasuna']
Zarzana;259405;[];[];[];[];[];['Sevilla'];['Sevilla']
Lanchi;259171;[];[];[];[];[];['Villarreal'];['Villarreal']
F. Jorgensen;258485;[];[];[];[];[];['Villarreal'];['Villarreal']
Dani Cardenas;236033;[];[];[];[];['Levante'];['Levante'];['Levante']
Alfredo;257560;['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A']
Alex Blesa;258037;[];[];[];[];['Levante'];['Levante'];['Levante']
G. Kochorashvili;260813;['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A']
E. Abedini;243714;[];['Chiasso'];['Lugano', 'Chiasso'];['Winterthur', 'Lugano', 'Chiasso'];['Wil', 'Winterthur', 'Lugano'];['Granada', 'Wil'];['Granada']
Echu;244647;[];[];['El Ejido'];['Rayo Majadahonda', 'El Ejido'];['Rayo Majadahonda'];['Granada'];['Granada']
F. Balogun;247463;[];['Arsenal U18'];['Arsenal U23', 'Arsenal U18'];['Arsenal U23', 'Arsenal U18'];['Arsenal U23', 'Arsenal U18'];['Arsenal', 'Arsenal U23'];['Arsenal', 'Arsenal U23']
C. Cirjan;260141;['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A']
N. Broadhead;232545;[];['Everton U23'];['Everton', 'Everton U23'];['Everton U23', 'Everton'];['Burton Albion', 'Everton U23'];['Everton U23', 'Burton Albion'];['Everton U23']
J. Gelhardt;246053;[];[];[];['Wigan Athletic'];['Wigan Athletic'];['Leeds United U23', 'Wigan Athletic'];['Leeds United U23']
R. Williams;247601;[];['Liverpool U18'];['Liverpool U23', 'Liverpool U18'];['Liverpool U23', 'Liverpool U18'];['Kidderminster Harriers', 'Liverpool U23', 'Liverpool U18'];['Liverpool', 'Liverpool U23', 'Kidderminster Harriers'];['Liverpool', 'Liverpool U23']
T. Doyle;254120;[];[];['Manchester City U23', 'Manchester City U18'];['Manchester City U23', 'Manchester City U18'];['Manchester City', 'Manchester City U23', 'Manchester City U18'];['Manchester City', 'Manchester City U23'];['Manchester City', 'Manchester City U23']
F. Nmecha;246863;[];['Manchester City U18'];['Manchester City U23', 'Manchester City U18'];['Manchester City U23', 'Manchester City U18'];['Manchester City U23', 'Manchester City U18'];['Manchester City', 'Manchester City U23'];['Manchester City', 'Manchester City U23']
R. Devine;253095;['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A']
D. Bughail-Mellor;244004;[];[];['Manchester United U18'];['Manchester United U23', 'Manchester United U18'];['Manchester United U23', 'Manchester United U18'];['Manchester United U23'];[]
N. Tella;237328;[];['Southampton U18', 'Southampton U23', 'Norwich City U18', 'Reading U18', 'Arsenal U18'];['Southampton U23', 'Southampton U18', 'Norwich City U18', 'Reading U18', 'Arsenal U18'];['Southampton U23'];['Southampton', 'Southampton U23'];['Southampton', 'Southampton U23'];['Southampton', 'Southampton U23']
K. Ramsay;246137;[];['Chelsea U18'];['Southampton U18', 'Chelsea U18'];['Southampton', 'Southampton U23', 'Southampton U18'];['Shrewsbury Town', 'Southampton U23', 'Southampton', 'Southampton U18'];['Southampton', 'Southampton U23', 'Shrewsbury Town'];['Southampton U23']
H. Lewis;222096;[];['Southampton U23', 'Southampton'];['Dundee United', 'Southampton U23', 'Southampton'];['Southampton U23', 'Dundee United'];['Southampton U23', 'Southampton'];['Southampton', 'Southampton U23'];['Southampton', 'Southampton U23']
F. Alves;250851;[];[];[];['Silkeborg'];['Silkeborg'];['West Ham United U23', 'West Ham United', 'Silkeborg'];['West Ham United U23', 'West Ham United', 'Silkeborg']
L. Chevalier;251752;[];[];[];[];[];['Lille'];['Lille']
A. Zekaj;244529;[];[];[];['Lille'];['Lille'];['Lille'];[]
C. Ozkacar;258396;[];[];[];['Karacabey Belediyespor'];['Altay', 'Karacabey Belediyespor'];['Olympique Lyonnais', 'Altay'];['Olympique Lyonnais']
Y. Soumare;259671;[];[];[];[];[];['Olympique Lyonnais'];['Olympique Lyonnais']
B. Ndilu;251192;[];[];['Laval'];['Laval'];['Nantes', 'Laval'];['Nantes'];['Nantes']
W. Omari;256854;[];[];[];[];[];['Rennes'];['Rennes']
L. Assignon;260574;[];[];[];[];[];['Rennes'];['Rennes']
M. Ahlinvi;240528;[];['Guingamp'];['Guingamp'];['Guingamp'];[];['Nimes'];['Nimes']
A. Flips;252936;[];[];[];[];['Ajaccio'];['Reims', 'Ajaccio'];['Reims']
M. Drammeh;243924;[];[];[];[];[];['Reims'];['Reims']
Z. Ould Khaled;251912;[];[];[];[];['Angers SCO'];['Angers SCO'];['Angers SCO']
M. Rivera;255015;[];[];[];[];['Saint-Etienne'];['Saint-Etienne'];['Saint-Etienne']
A. Sidibe;259050;[];[];[];[];[];['Saint-Etienne'];['Saint-Etienne']
A. Guendouz;251535;[];['Saint-Etienne'];['Saint-Etienne'];['Pau', 'Saint-Etienne'];['Pau'];['USM Alger', 'Pau'];['USM Alger']
L. Unbehaun;247479;[];[];['Borussia Dortmund U19'];['Borussia Dortmund U19'];['Borussia Dortmund', 'Borussia Dortmund U19'];['Borussia Dortmund', 'Borussia Dortmund U19'];['Borussia Dortmund']
S. Drljaca;258864;[];['Hoffenheim U19'];['Hoffenheim U19'];['Hoffenheim U19'];[];['Borussia Dortmund'];['Borussia Dortmund']
T. Musel;239666;[];['Kaiserslautern U19'];['Kaiserslautern', 'Kaiserslautern U19'];"[""Borussia M'gladbach"", 'Kaiserslautern', 'Kaiserslautern U19']";"[""Borussia M'gladbach""]";"[""Borussia M'gladbach""]";"[""Borussia M'gladbach""]"
M. Doucoure;233728;['PSG'];"[""Borussia M'gladbach"", 'PSG']";"[""Borussia M'gladbach""]";"[""Borussia M'gladbach""]";"[""Borussia M'gladbach""]";"[""Borussia M'gladbach""]";"[""Borussia M'gladbach""]"
J. Villalba;239741;[];['Cerro Porteno'];"[""Borussia M'gladbach"", 'Cerro Porteno']";"[""Borussia M'gladbach""]";['Rheindorf Altach'];"[""Borussia M'gladbach"", 'Rheindorf Altach']";"[""Borussia M'gladbach""]"
Famana Quizera;256732;[];[];[];"[""Borussia M'bach U19"", ""Borussia M'bach U17""]";"[""Borussia M'gladbach"", ""Borussia M'bach U19"", ""Borussia M'bach U17""]";"[""Borussia M'gladbach"", ""Borussia M'bach U19""]";"[""Borussia M'gladbach""]"
J. Krahl;244417;[];[];['RB Leipzig U19'];['RB Leipzig', 'RB Leipzig U19'];['Koln', 'RB Leipzig', 'RB Leipzig U19'];['Koln'];['Koln']
T. Lemperle;256564;[];[];[];['Koln U19', 'Koln U17'];['Koln', 'Koln U19', 'Koln U17'];['Koln', 'Koln U19'];['Koln']
K. Calhanoglu;259022;[];[];[];['Hoffenheim U19', 'Hoffenheim U17'];['Hoffenheim U19', 'Hoffenheim U17'];['Schalke 04', 'Schalke 04 U19', 'Hoffenheim U19'];['Schalke 04', 'Schalke 04 U19']
N. Woltemade;254022;[];[];[];['Werder Bremen U19', 'Werder Bremen U17'];['Werder Bremen', 'Werder Bremen U19', 'Werder Bremen U17'];['Werder Bremen', 'Werder Bremen U19'];['Werder Bremen']
E. Dinkci;258316;[];[];[];[];['Werder Bremen U19'];['Werder Bremen', 'Werder Bremen U19'];['Werder Bremen']
O. Schonfelder;257051;[];[];['Mainz 05 U19'];['Mainz 05 U19'];['Mainz 05 U19'];['Werder Bremen', 'Mainz 05 U19'];['Werder Bremen']
K. Badjie;260413;['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A']
T. Siersleben;258812;[];[];['Wolfsburg U19'];['Wolfsburg U19'];['Wolfsburg U19'];['Wolfsburg'];['Wolfsburg']
L. Kasten;252905;[];[];['Wolfsburg U19'];['Wolfsburg U19'];['Wolfsburg', 'Wolfsburg U19'];['Wolfsburg', 'Wolfsburg U19'];['Wolfsburg']
N. Klinger;233211;[];[];[];[];['Wolfsburg'];['Wolfsburg'];['Wolfsburg']
D. Itter;237026;[];['Wolfsburg U19'];['Wolfsburg U19'];['Wolfsburg U19'];[];[];[]
C. Herrmann;258895;[];['Wolfsburg U19'];['Wolfsburg U19'];['Wolfsburg U19'];['Wolfsburg U19'];[];[]
M. Beier;254117;[];[];[];['Hoffenheim U19', 'Hoffenheim U17'];['Hoffenheim', 'Hoffenheim U19', 'Hoffenheim U17'];['Hoffenheim', 'Hoffenheim U19'];['Hoffenheim']
T. Milanese;259551;[];[];[];[];[];['Roma'];['Roma']
A. Berardi;202793;['Messina', 'Grosseto'];['Messina'];['Bari', 'Messina'];['Hellas Verona', 'Bari'];['Hellas Verona'];['Hellas Verona'];['Hellas Verona']
Tofol Montiel;252922;[];[];[];['Fiorentina'];['Vitoria Setubal', 'Fiorentina'];['Fiorentina', 'Vitoria Setubal'];['Fiorentina']
L. Munteanu;248674;[];[];[];['Viitorul'];['Viitorul'];['Fiorentina', 'Viitorul'];['Fiorentina', 'Viitorul']
F. Melegoni;237382;[];['Atalanta'];['Atalanta'];['Pescara', 'Atalanta'];['Pescara'];['Genoa', 'Pescara'];['Genoa']
M. Festa;230631;['Crotone', 'Mantova'];['Crotone'];['Crotone'];['Crotone'];['Crotone'];['Crotone'];['Crotone']
T. Krapikas;235195;[];['Sampdoria'];['Sampdoria'];['Sampdoria'];['Spezia', 'Sampdoria'];['Spezia'];['Spezia']
N. Schiappacasse;236837;['River Plate'];['Atletico Madrid', 'River Plate'];['Atletico Madrid'];['Parma', 'Rayo Majadahonda'];['Famalicao', 'Parma', 'Rayo Majadahonda'];['Sassuolo', 'Famalicao'];['Sassuolo']
P. Gori;120243;['Benevento', 'Salernitana'];['Benevento'];['Venezia', 'Benevento'];['Benevento', 'Venezia'];['Benevento'];['Benevento'];['Benevento']
T. Nakai;259419;['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A']
Canizares;259317;[];[];[];[];[];['Real Madrid'];['Real Madrid']
Ander Iru;255953;[];[];[];['Basconia'];['Basconia'];[];[]
Rodri;259681;[];[];[];[];['Real Betis'];['Real Betis'];['Real Betis']
Fran Callejon;241477;[];['Almeria'];['Almeria'];['Almeria'];['Almeria'];['Almeria'];['Almeria']
Jose Fontan;258728;[];[];[];[];['Celta Vigo'];['Celta Vigo'];['Celta Vigo']
Alfon;243034;[];['Albacete'];['Albacete'];['Inter de Madrid', 'Albacete'];['Inter de Madrid'];['Celta Vigo'];['Celta Vigo']
Sergio Carreira;252866;[];[];[];[];['Celta Vigo'];['Celta Vigo'];['Celta Vigo']
Jesus Vazquez;260082;[];[];[];[];[];['Valencia'];['Valencia']
A. Mahmoud;256900;[];[];[];[];['Deportivo Alaves'];['Deportivo Alaves'];['Deportivo Alaves']
Javi Martinez;255268;[];[];[];['Osasuna'];['Osasuna'];['Osasuna'];['Osasuna']
Zabarte;255270;[];[];[];[];['Osasuna'];['Osasuna'];['Osasuna']
Joan Monterde;245419;[];['Izarra'];['Izarra'];[];['Levante'];['Levante'];[]
S. Erimuya;237688;['Kayseri Erciyesspor'];['Kayseri Erciyesspor'];[];['Cadiz'];['Cadiz'];['Cadiz'];['Cadiz']
D. Gudelj;236400;['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A']
Kike Carrasco;256049;[];[];[];['Montijo'];['Extremadura UD', 'Montijo'];['Extremadura UD'];[]
Pepe Sanchez;254787;[];['Real Jaen'];['Real Jaen'];[];['Granada'];['Granada'];['Granada']
Sergio Carrasco;257871;[];[];[];[];['Brea'];['Brea'];[]
Valera;239651;[];[];['Huesca'];['Teruel', 'Huesca'];['Huesca', 'Teruel'];['Huesca'];['Huesca']
D. Iliev;213649;[];[];['Arsenal U23'];['Arsenal U23'];['Jagiellonia Bialystok', 'Sered', 'Arsenal U23'];['Shrewsbury Town', 'Arsenal U23', 'Jagiellonia Bialystok', 'Sered'];['Shrewsbury Town', 'Arsenal U23']
N. Nkounkou;255150;[];[];[];[];['Olympique Marseille'];['Everton U23', 'Everton', 'Olympique Marseille'];['Everton U23', 'Everton']
O. Casey;247350;[];[];[];[];['Leeds United'];['Leeds United U23', 'Leeds United'];['Leeds United U23', 'Leeds United']
C. Drameh;254529;[];[];['Fulham U18'];['Fulham U23', 'Fulham U18'];['Fulham U23', 'Fulham U18'];['Leeds United U23', 'Fulham U23', 'Fulham U18'];['Leeds United U23']
S. Greenwood;253407;[];['Sunderland U18'];['Sunderland U18'];['Arsenal U18', 'Sunderland U18'];['Arsenal U23', 'Arsenal U18'];['Leeds United', 'Leeds United U23', 'Arsenal U23', 'Arsenal U18'];['Leeds United', 'Leeds United U23']
Y. Larouci;252302;[];[];['Liverpool U18'];['Liverpool U23', 'Liverpool U18'];['Liverpool U23', 'Liverpool U18'];['Liverpool U23'];['Liverpool U23']
Adrian Bernabe;252794;[];[];[];['Manchester City U23'];['Manchester City U23'];['Manchester City U23', 'Manchester City'];['Manchester City U23', 'Manchester City']
E. Anderson;254243;['Sutton United'];['Sutton United'];[];['Newcastle United U18'];['Newcastle United U23', 'Newcastle United U18'];['Newcastle United', 'Newcastle United U23', 'Newcastle United U18'];['Newcastle United', 'Newcastle United U23']
D. Cirkin;256831;[];[];[];['Tottenham Hotspur U23', 'Tottenham Hotspur U18'];['Tottenham Hotspur', 'Tottenham Hotspur U23', 'Tottenham Hotspur U18'];['Tottenham Hotspur', 'Tottenham Hotspur U23', 'Tottenham Hotspur U18'];['Tottenham Hotspur', 'Tottenham Hotspur U23']
J. Bennett;245901;[];[];['Tottenham Hotspur U18'];['Tottenham Hotspur U23', 'Tottenham Hotspur U18'];['Tottenham Hotspur U23', 'Tottenham Hotspur U18'];['Tottenham Hotspur U18', 'Tottenham Hotspur U23'];['Tottenham Hotspur U18', 'Tottenham Hotspur U23']
N. Trott;238060;[];['West Ham United U18', 'West Ham United U23'];['West Ham United', 'West Ham United U23', 'West Ham United U18'];['West Ham United U23', 'West Ham United'];['AFC Wimbledon', 'West Ham United U23'];['West Ham United U23', 'AFC Wimbledon'];['West Ham United U23', 'West Ham United']
Sidnei Tavares;246422;[];['Leicester City U18'];['Leicester City U18'];['Leicester City U23', 'Leicester City U18'];['Leicester City U23', 'Leicester City U18'];['Leicester City U18', 'Leicester City U23'];['Leicester City U18', 'Leicester City U23']
M. Clark;240604;[];['Aston Villa U23', 'Aston Villa U18'];['Aston Villa', 'Aston Villa U23', 'Aston Villa U18'];['Port Vale', 'Aston Villa U23', 'Aston Villa'];['Port Vale', 'Leicester City U23', 'Aston Villa U23'];['Leicester City U23', 'Port Vale'];['Port Vale']
S. Jasper;255377;[];[];['Fulham U18'];['Fulham U23', 'Fulham U18'];['Fulham', 'Fulham U23', 'Fulham U18'];['Fulham', 'Fulham U23', 'Fulham U18'];['Fulham', 'Fulham U23']
M. Fossey;238409;[];['Fulham U18', 'Fulham U23'];['Fulham U23', 'Fulham U18'];['Fulham U23'];['Fulham U23'];['Fulham U23', 'Shrewsbury Town'];['Fulham U23', 'Shrewsbury Town']
A. Glennon;247741;[];['Liverpool U18'];['Liverpool U18'];['Burnley', 'Liverpool U18'];['Burnley', 'Grimsby Town'];['Burnley U23', 'Burnley', 'Grimsby Town'];['Burnley U23', 'Burnley']
D. Boateng;251462;[];[];[];[];[];['Crystal Palace U23'];['Crystal Palace U23']
D. Bakwa;250789;[];[];[];[];[];['Bordeaux'];['Bordeaux']
A. Traore;250790;[];[];[];[];[];['Bordeaux'];['Bordeaux']
T. Lacoux;260158;[];[];[];[];[];['Bordeaux'];['Bordeaux']
David Costa;259139;[];[];[];[];[];[];[]
I. Bouleghcha;260589;[];[];[];[];[];['Lille'];['Lille']
Camilo;255528;[];[];[];[];['Ponte Preta'];['Olympique Lyonnais', 'Ponte Preta'];['Olympique Lyonnais']
Y. Ammour;244543;[];[];['Montpellier'];['Montpellier'];['Beziers', 'Montpellier'];['Montpellier', 'Beziers'];['Montpellier']
Matis Carvalho;246603;[];[];[];['Toulouse'];['Montpellier', 'Toulouse'];['Montpellier'];['Montpellier']
B. Mendy;244114;[];[];[];[];['Nantes'];['Nantes'];['Nantes']
R. Pereira de Sa;227877;['Paris FC', 'PSG'];['Tours', 'PSG', 'Paris FC'];['Tours', 'PSG'];[];['Nantes'];['Nantes'];['Nantes']
I. Aaneba;240725;[];['Mantes 78'];['Strasbourg', 'Mantes 78'];['Strasbourg'];['Strasbourg'];['Strasbourg'];['Strasbourg']
A. Kamardin;256801;[];[];[];[];[];['Olympique Marseille'];['Olympique Marseille']
R. Richard;256880;[];[];[];[];[];['Olympique Marseille'];['Olympique Marseille']
L. Buades;241818;[];[];['Nimes'];['Nimes'];['Nimes'];['Nimes'];['Nimes']
M. Sakava;259407;[];[];[];[];['Reims'];['Reims'];['Reims']
S. Sow;259119;[];[];[];[];[];['Saint-Etienne'];['Saint-Etienne']
T. Tormin;250801;[];[];[];[];[];['Saint-Etienne'];['Saint-Etienne']
Y. Keitel;256118;[];[];['Freiburg U19'];['Freiburg U19'];['Freiburg', 'Freiburg U19'];['Freiburg'];['Freiburg']
S. Onur;258897;[];[];[];['Bayer Leverkusen U17'];['Bayer Leverkusen U19', 'Bayer Leverkusen U17'];['Bayer Leverkusen', 'Bayer Leverkusen U19'];['Bayer Leverkusen', 'Bayer Leverkusen U19']
E. Dos Santos Haesler;258085;[];['MSV Duisburg U19'];['MSV Duisburg U19'];['MSV Duisburg U19'];[];['Werder Bremen'];['Werder Bremen']
I. Gruev;248384;[];['Werder Bremen U19'];['Werder Bremen U19'];['Werder Bremen U19'];['Werder Bremen', 'Werder Bremen U19'];['Werder Bremen'];['Werder Bremen']
F. Palmowski;258031;[];[];['Hertha BSC U19'];['Hertha BSC U19'];['Hertha BSC U19'];['Hertha BSC U19'];[]
M. Dardai;256780;[];[];[];['Hertha BSC U17'];['Hertha BSC', 'Hertha BSC U19', 'Hertha BSC U17'];['Hertha BSC', 'Hertha BSC U19'];['Hertha BSC']
D. Marx;258894;[];[];['Wolfsburg U19'];['Wolfsburg U19'];['Wolfsburg U19'];[];[]
E. Gyabuaa;260046;[];[];[];[];[];['Atalanta'];['Atalanta']
Gabriel Pereira;258480;[];[];[];[];[];['Lazio'];['Lazio']
M. Bamba;259974;[];[];[];[];[];['Roma'];['Roma']
A. Tripaldelli;245784;[];[];[];['Crotone', 'PEC Zwolle'];['Crotone', 'PEC Zwolle'];['Cagliari'];['Cagliari']
N. Zanellato;240385;[];['Milan'];['Crotone', 'Milan'];['Crotone', 'Milan'];['Crotone'];['Crotone'];['Crotone']
Diego Pampin;241055;[];[];['Celta Vigo'];['Celta Vigo'];[];['Celta Vigo'];['Celta Vigo']
Julen Lobete;255398;[];[];[];[];['Real Sociedad'];['Real Sociedad'];['Real Sociedad']
Urko Gonzalez;260546;[];[];[];[];[];['Real Sociedad'];['Real Sociedad']
Javi Lopez;256097;[];[];[];[];['Deportivo Alaves'];['Deportivo Alaves'];['Deportivo Alaves']
Nacho Ramon;252916;[];[];[];['Elche'];['Elche'];['Elche'];['Elche']
Asier Cordoba;259178;[];[];[];['Basconia'];['Basconia'];['Osasuna'];['Osasuna']
Pablo Perez;256058;[];[];[];[];['Sevilla'];['Sevilla'];['Sevilla']
Miguel Angel;251009;[];[];[];['Albacete'];['Albacete'];['Albacete'];['Albacete']
Marc Baro;257335;[];[];[];['Peralada'];['Cadiz', 'Leioa', 'Peralada'];['Cadiz', 'Leioa'];['Cadiz']
I. Peter;246883;[];[];[];['Cadiz'];['Sanluqueno', 'Cadiz'];['Sanluqueno'];[]
J. Brunet;252328;[];[];[];['Polvorin'];['Lugo', 'Polvorin'];['Granada', 'Lugo'];['Granada']
Isma Lohoba;260218;['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A']
M. Azeez;253452;[];[];['Arsenal U18'];['Arsenal U18'];['Arsenal U23', 'Arsenal U18'];['Arsenal', 'Arsenal U23', 'Arsenal U18'];['Arsenal', 'Arsenal U23']
L. Barry;258932;['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A']
E. Caprile;255303;[];[];[];['Chievo'];['Leeds United', 'Chievo'];['Leeds United U23', 'Leeds United', 'Chievo'];['Leeds United U23', 'Leeds United']
O. Bouy;203399;['PEC Zwolle', 'Panathinaikos'];['PEC Zwolle', 'Palermo'];['Cultural Leonesa', 'PEC Zwolle', 'Palermo'];['PEC Zwolle', 'Cultural Leonesa'];['PEC Zwolle'];['Leeds United U23'];['Leeds United U23']
H. Mejbri;258171;['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A']
D. N'Lundulu;236321;[];['Southampton U18'];['Southampton U23', 'Southampton U18'];['Southampton U23'];['Southampton', 'Southampton U23'];['Southampton', 'Southampton U23'];['Southampton', 'Southampton U23']
W. Ferry;241875;[];['Bury'];['Southampton U18', 'Bury'];['Southampton U23', 'Southampton U18'];['Southampton', 'Southampton U23', 'Southampton U18'];['Southampton', 'Southampton U23'];['Southampton', 'Southampton U23']
A. Jankewitz;257244;['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A']
C. Watts;257247;['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A'];['N/A']
J. Bowden;245907;[];['Tottenham Hotspur U18'];['Tottenham Hotspur U18'];['Tottenham Hotspur U23', 'Tottenham Hotspur U18'];['Tottenham Hotspur U23', 'Tottenham Hotspur U18'];['Tottenham Hotspur U23'];['Tottenham Hotspur U23']
L. Ndukwu;235076;[];['Leicester City U23', 'Leicester City U18'];['Leicester City', 'Leicester City U23', 'Leicester City U18'];['Leicester City U23', 'Leicester City', 'Leicester City U18'];['Leicester City U23', 'Southend United'];['Leicester City U23', 'Southend United'];['Leicester City U23']
O. Otasowie;242732;[];['Wolves U18'];['Wolves U23', 'Wolves U18'];['Wolves U18', 'Wolves U23'];['Wolverhampton Wanderers', 'Wolves U23', 'Wolves U18'];['Wolverhampton Wanderers', 'Wolves U23', 'Wolves U18'];['Wolverhampton Wanderers', 'Wolves U23', 'Wolves U18']
M. Taylor-Crossdale;238075;[];['Chelsea U23', 'Chelsea U18'];['Chelsea U23', 'Chelsea U18'];['Chelsea U23', 'Chelsea U18'];['Fulham', 'Fulham U23', 'Chelsea U23'];['Fulham U23', 'Colchester United', 'Fulham'];['Fulham U23', 'Colchester United']
M. Thompson;257254;[];[];[];['Everton U18'];['Burnley', 'Everton U18'];['Burnley U23', 'Burnley', 'Everton U18'];['Burnley U23', 'Burnley']
R. Yapi;252707;[];[];[];[];['Brighton U23'];['Brighton & Hove Albion', 'Brighton U23'];['Brighton & Hove Albion', 'Brighton U23']
A. Oudjani;258349;[];[];[];[];[];['Lens'];['Lens']
M. Barcola;248766;[];[];[];[];[];['Olympique Lyonnais'];['Olympique Lyonnais']
M. Robin;257397;[];[];[];[];[];[];[]
A. Tsague;256727;[];[];[];[];[];[];[]
T. Boulhendi;257235;[];[];[];[];[];['Nice'];['Nice']
